subscription_id,customer_id,plan_id,status,billing_cycle,start_date,end_date,mrr_usd,discount_pct,trial_end_date,cancellation_reason,created_at_x,company_name,industry,company_size,country_code,country_name,timezone,contact_email,contact_name,signup_date,signup_source,is_active_x,churned_at,churn_reason,nps_score,created_at_y,updated_at,plan_name,plan_tier,monthly_price_usd,annual_price_usd,max_users,max_projects,storage_gb,is_active_y,created_at,revenue,is_churned
67,45,1,active,monthly,2024-05-17,,0.0,0.0,,,2026-04-24 22:09:13.186774,JadeLabs,E-commerce,small,GB,United Kingdom,Europe/London,olga.clark@enterprise.com,Olga Clark,2024-05-17,organic,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
68,46,1,active,annual,2024-12-20,,0.0,0.0,,,2026-04-24 22:09:13.186774,SagePlatform,Real Estate,small,CA,Canada,America/Toronto,kimberly.king@tech.dev,Kimberly King,2024-12-20,partner,True,,,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
69,47,4,expired,annual,2024-06-21,2025-02-18,32.5,0.0,2024-07-05,Budget cuts,2026-04-24 22:09:13.186774,UltraSystems,Insurance,large,US,United States,America/Los_Angeles,richard.wilson@corp.net,Richard Wilson,2024-06-21,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
70,47,3,active,monthly,2025-02-18,,19.0,0.0,,,2026-04-24 22:09:13.186774,UltraSystems,Insurance,large,US,United States,America/Los_Angeles,richard.wilson@corp.net,Richard Wilson,2024-06-21,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
71,48,3,expired,monthly,2025-08-24,2025-10-28,19.0,0.0,2025-09-07,,2026-04-24 22:09:13.186774,SyncPlatform,Education,small,FR,France,Europe/Paris,paul.rodriguez@tech.dev,Paul Rodriguez,2025-08-24,event,False,2025-10-29 13:03:59,Not enough users,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,True
72,48,2,cancelled,monthly,2025-10-28,2025-12-28,12.0,0.0,,Missing features,2026-04-24 22:09:13.186774,SyncPlatform,Education,small,FR,France,Europe/Paris,paul.rodriguez@tech.dev,Paul Rodriguez,2025-08-24,event,False,2025-10-29 13:03:59,Not enough users,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
73,48,6,cancelled,annual,2025-12-28,2025-10-29,70.12,15.0,,Missing features,2026-04-24 22:09:13.186774,SyncPlatform,Education,small,FR,France,Europe/Paris,paul.rodriguez@tech.dev,Paul Rodriguez,2025-08-24,event,False,2025-10-29 13:03:59,Not enough users,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,True
74,49,1,active,monthly,2024-10-06,,0.0,0.0,,,2026-04-24 22:09:13.186774,EchoIO,Finance,small,DE,Germany,Europe/Berlin,kenji.walker@echoio.com,Kenji Walker,2024-10-06,event,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
75,50,1,expired,monthly,2024-08-25,2024-11-07,0.0,0.0,,Not using it,2026-04-24 22:09:13.186774,Warp Corp,Real Estate,medium,BR,Brazil,America/Sao_Paulo,joseph.singh@enterprise.com,Joseph Singh,2024-08-25,referral,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
76,50,2,expired,monthly,2024-11-07,2025-04-03,12.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,Warp Corp,Real Estate,medium,BR,Brazil,America/Sao_Paulo,joseph.singh@enterprise.com,Joseph Singh,2024-08-25,referral,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
77,50,1,active,annual,2025-04-03,,0.0,0.0,,,2026-04-24 22:09:13.186774,Warp Corp,Real Estate,medium,BR,Brazil,America/Sao_Paulo,joseph.singh@enterprise.com,Joseph Singh,2024-08-25,referral,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
78,51,3,active,annual,2024-12-06,,15.83,0.0,2024-12-20,,2026-04-24 22:09:13.186774,WarpSoftware,Education,large,US,United States,America/Chicago,william.thomas@gmail.com,William Thomas,2024-12-06,event,True,,,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
79,52,1,cancelled,annual,2024-10-25,2025-03-07,0.0,25.0,,Missing features,2026-04-24 22:09:13.186774,Orbit Analytics,Insurance,enterprise,SG,Singapore,Asia/Singapore,emily.nelson@outlook.com,Emily Nelson,2024-10-25,event,False,2025-03-07 03:52:26,No longer needed,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
80,53,3,expired,annual,2024-05-20,2024-12-20,15.83,0.0,2024-06-03,,2026-04-24 22:09:13.186774,MistPro,Telecommunications,small,CA,Canada,America/Toronto,linda.robinson@protonmail.com,Linda Robinson,2024-05-20,organic,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
81,53,1,active,annual,2024-12-20,,0.0,0.0,,,2026-04-24 22:09:13.186774,MistPro,Telecommunications,small,CA,Canada,America/Toronto,linda.robinson@protonmail.com,Linda Robinson,2024-05-20,organic,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
82,54,1,active,monthly,2025-02-20,,0.0,0.0,,,2026-04-24 22:09:13.186774,Orbit Ops,Retail,enterprise,BR,Brazil,America/Sao_Paulo,emily.johnson@protonmail.com,Emily Johnson,2025-02-20,event,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
83,55,2,cancelled,monthly,2023-12-04,2024-05-31,10.8,10.0,2023-12-18,Too expensive,2026-04-24 22:09:13.186774,LunaVentures,Retail,medium,US,United States,America/Chicago,donald.thompson@outlook.com,Donald Thompson,2023-12-04,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
84,55,4,active,monthly,2024-05-31,,31.2,20.0,,,2026-04-24 22:09:13.186774,LunaVentures,Retail,medium,US,United States,America/Chicago,donald.thompson@outlook.com,Donald Thompson,2023-12-04,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
85,56,2,expired,annual,2024-07-09,2025-03-08,10.0,0.0,2024-07-23,Switched competitor,2026-04-24 22:09:13.186774,Flow Works,Education,small,US,United States,America/Chicago,lars.sanchez@gmail.com,Lars Sanchez,2024-07-09,referral,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
86,56,5,active,monthly,2025-03-08,,59.0,0.0,,,2026-04-24 22:09:13.186774,Flow Works,Education,small,US,United States,America/Chicago,lars.sanchez@gmail.com,Lars Sanchez,2024-07-09,referral,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
87,57,4,active,annual,2024-10-07,,32.5,0.0,2024-10-21,,2026-04-24 22:09:13.186774,OnyxHQ,E-commerce,small,JP,Japan,Asia/Tokyo,david.jackson@onyxhq.com,David Jackson,2024-10-07,organic,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
88,58,3,active,monthly,2025-09-30,,19.0,0.0,2025-10-14,,2026-04-24 22:09:13.186774,Hub HQ,Healthcare,large,US,United States,America/Los_Angeles,ashley.rivera@startup.co,Ashley Rivera,2025-09-30,partner,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
89,59,2,active,monthly,2023-01-03,,12.0,0.0,2023-01-17,,2026-04-24 22:09:13.186774,MistDev,Finance,enterprise,US,United States,America/Chicago,sarah.singh@tech.dev,Sarah Singh,2023-01-03,referral,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
90,60,1,cancelled,annual,2023-09-02,2024-08-08,0.0,0.0,,Switched competitor,2026-04-24 22:09:13.186774,JetHQ,Marketing,small,JP,Japan,Asia/Tokyo,priya.wright@hotmail.com,Priya Wright,2023-09-02,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
91,60,5,active,monthly,2024-08-08,,59.0,0.0,,,2026-04-24 22:09:13.186774,JetHQ,Marketing,small,JP,Japan,Asia/Tokyo,priya.wright@hotmail.com,Priya Wright,2023-09-02,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
92,61,1,cancelled,monthly,2023-02-07,2025-09-10,0.0,0.0,,Switched competitor,2026-04-24 22:09:13.186774,UltraPro,Telecommunications,enterprise,AU,Australia,Australia/Sydney,matthew.nelson@yahoo.com,Matthew Nelson,2023-02-07,referral,False,2025-09-10 19:31:16,Company closed,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
93,62,3,cancelled,monthly,2024-12-10,2025-08-24,19.0,0.0,2024-12-24,Company reorganization,2026-04-24 22:09:13.186774,GridDev,Technology,large,US,United States,America/Los_Angeles,anthony.adams@protonmail.com,Anthony Adams,2024-12-10,organic,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
94,62,3,active,monthly,2025-08-24,,16.15,15.0,,,2026-04-24 22:09:13.186774,GridDev,Technology,large,US,United States,America/Los_Angeles,anthony.adams@protonmail.com,Anthony Adams,2024-12-10,organic,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
95,63,1,cancelled,annual,2025-02-03,2025-06-29,0.0,0.0,,,2026-04-24 22:09:13.186774,UltraStack,Insurance,medium,JP,Japan,Asia/Tokyo,john.flores@protonmail.com,John Flores,2025-02-03,referral,False,2025-04-12 05:33:23,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
96,63,4,cancelled,monthly,2025-06-29,2025-04-12,39.0,0.0,,Switched competitor,2026-04-24 22:09:13.186774,UltraStack,Insurance,medium,JP,Japan,Asia/Tokyo,john.flores@protonmail.com,John Flores,2025-02-03,referral,False,2025-04-12 05:33:23,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,True
97,64,2,active,annual,2024-06-27,,10.0,0.0,2024-07-11,,2026-04-24 22:09:13.186774,CoreSolutions,Telecommunications,small,US,United States,America/New_York,charles.muller@coresolutions.com,Charles Muller,2024-06-27,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
98,65,1,active,annual,2023-01-10,,0.0,15.0,,,2026-04-24 22:09:13.186774,Yield Group,Logistics,small,CA,Canada,America/Toronto,emily.martinez@enterprise.com,Emily Martinez,2023-01-10,paid_ads,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
99,66,1,active,monthly,2025-05-23,,0.0,0.0,,,2026-04-24 22:09:13.186774,EdgeHQ,Real Estate,small,SG,Singapore,Asia/Singapore,margaret.hall@hotmail.com,Margaret Hall,2025-05-23,event,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
100,67,1,active,monthly,2025-05-02,,0.0,0.0,,,2026-04-24 22:09:13.186774,Quest Logic,Education,small,BR,Brazil,America/Sao_Paulo,kenji.baker@corp.net,Kenji Baker,2025-05-02,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
101,68,6,cancelled,annual,2024-03-27,2025-02-03,82.5,0.0,2024-04-10,Budget cuts,2026-04-24 22:09:13.186774,Quark Ops,Insurance,large,SG,Singapore,Asia/Singapore,fatima.santos@gmail.com,Fatima Santos,2024-03-27,organic,False,2025-02-03 09:30:22,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,True
102,69,1,active,annual,2023-10-30,,0.0,0.0,,,2026-04-24 22:09:13.186774,Ion Dynamics,Telecommunications,small,JP,Japan,Asia/Tokyo,steven.moore@enterprise.com,Steven Moore,2023-10-30,referral,True,,,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
103,70,1,expired,monthly,2024-02-09,2024-12-20,0.0,0.0,,Switched competitor,2026-04-24 22:09:13.186774,JetHub,Retail,large,FR,France,Europe/Paris,fatima.sanchez@jethub.com,Fatima Sanchez,2024-02-09,event,False,2025-04-30 18:25:58,Switched to competitor,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
104,70,4,cancelled,monthly,2024-12-20,2025-04-30,39.0,0.0,,Company reorganization,2026-04-24 22:09:13.186774,JetHub,Retail,large,FR,France,Europe/Paris,fatima.sanchez@jethub.com,Fatima Sanchez,2024-02-09,event,False,2025-04-30 18:25:58,Switched to competitor,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,True
105,71,5,cancelled,monthly,2024-09-16,2025-08-02,59.0,0.0,2024-09-30,Budget cuts,2026-04-24 22:09:13.186774,LinkLogic,Marketing,small,SG,Singapore,Asia/Singapore,Joseph.Walker@tech.dev,Joseph Walker,2024-09-16,event,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
106,71,7,active,monthly,2025-08-02,,199.0,0.0,,,2026-04-24 22:09:13.186774,LinkLogic,Marketing,small,SG,Singapore,Asia/Singapore,Joseph.Walker@tech.dev,Joseph Walker,2024-09-16,event,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise Custom,enterprise,199.0,1990.0,,,500,True,2026-04-24 22:09:13.186774,199.0,False
107,72,1,expired,monthly,2025-08-30,2025-10-30,0.0,0.0,,,2026-04-24 22:09:13.186774,Cloud AI,Education,medium,US,United States,America/Chicago,michael.thomas@enterprise.com,Michael Thomas,2025-08-30,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
108,72,2,active,monthly,2025-10-30,,12.0,0.0,,,2026-04-24 22:09:13.186774,Cloud AI,Education,medium,US,United States,America/Chicago,michael.thomas@enterprise.com,Michael Thomas,2025-08-30,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
109,73,2,active,monthly,2024-01-15,,9.6,20.0,2024-01-29,,2026-04-24 22:09:13.186774,LinkPro,Telecommunications,medium,SG,Singapore,Asia/Singapore,michael.santos@linkpro.com,Michael Santos,2024-01-15,organic,True,,,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
110,74,3,active,annual,2023-08-06,,15.83,0.0,2023-08-20,,2026-04-24 22:09:13.186774,GridOps,Telecommunications,large,IN,India,Asia/Kolkata,patricia.sanchez@gridops.com,Patricia Sanchez,2023-08-06,organic,True,,,1.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
111,75,1,cancelled,monthly,2024-09-02,2025-01-22,0.0,0.0,,Missing features,2026-04-24 22:09:13.186774,NovaTech,Media,small,BR,Brazil,America/Sao_Paulo,susan.ivanov@yahoo.com,Susan Ivanov,2024-09-02,referral,False,2025-01-22 09:10:45,No longer needed,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
112,76,3,expired,annual,2023-03-07,2023-10-21,15.83,0.0,2023-03-21,Switched competitor,2026-04-24 22:09:13.186774,Wave Platform,Real Estate,small,US,United States,America/New_York,barbara.taylor@waveplatform.com,Barbara Taylor,2023-03-07,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
113,76,2,active,annual,2023-10-21,,10.0,0.0,,,2026-04-24 22:09:13.186774,Wave Platform,Real Estate,small,US,United States,America/New_York,barbara.taylor@waveplatform.com,Barbara Taylor,2023-03-07,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
114,77,4,cancelled,monthly,2025-05-17,2025-08-02,39.0,0.0,2025-05-31,Too expensive,2026-04-24 22:09:13.186774,Nexus AI,Legal,enterprise,SG,Singapore,Asia/Singapore,dorothy.martin@gmail.com,Dorothy Martin,2025-05-17,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
115,77,4,active,monthly,2025-08-02,,39.0,0.0,,,2026-04-24 22:09:13.186774,Nexus AI,Legal,enterprise,SG,Singapore,Asia/Singapore,dorothy.martin@gmail.com,Dorothy Martin,2025-05-17,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
116,78,5,active,monthly,2024-09-11,,59.0,0.0,2024-09-25,,2026-04-24 22:09:13.186774,Rush Group,Logistics,medium,JP,Japan,Asia/Tokyo,yuki.lee@protonmail.com,Yuki Lee,2024-09-11,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
117,79,4,cancelled,annual,2025-01-17,2025-07-31,32.5,0.0,2025-01-31,Company reorganization,2026-04-24 22:09:13.186774,PeakStack,Media,large,GB,United Kingdom,Europe/London,margaret.lewis@enterprise.com,Margaret Lewis,2025-01-17,organic,False,2025-07-31 17:43:43,Company closed,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,True
118,80,5,active,monthly,2024-08-23,,59.0,0.0,2024-09-06,,2026-04-24 22:09:13.186774,JetOps,Healthcare,small,US,United States,America/Chicago,jennifer.ramirez@yahoo.com,Jennifer Ramirez,2024-08-23,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
119,81,4,expired,annual,2023-06-08,2023-12-15,27.62,15.0,2023-06-22,Budget cuts,2026-04-24 22:09:13.186774,WaveOps,Manufacturing,enterprise,FR,France,Europe/Paris,patricia.jackson@corp.net,Patricia Jackson,2023-06-08,organic,True,,,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
120,81,5,active,monthly,2023-12-15,,47.2,20.0,,,2026-04-24 22:09:13.186774,WaveOps,Manufacturing,enterprise,FR,France,Europe/Paris,patricia.jackson@corp.net,Patricia Jackson,2023-06-08,organic,True,,,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
121,82,4,active,monthly,2023-10-07,,39.0,0.0,2023-10-21,,2026-04-24 22:09:13.186774,Orbit Corp,Retail,medium,BR,Brazil,America/Sao_Paulo,donna.baker+test@orbitcorp.com,Donna Baker,2023-10-07,organic,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
122,83,1,active,monthly,2024-03-05,,0.0,0.0,,,2026-04-24 22:09:13.186774,LunaDigital,Manufacturing,small,US,United States,America/Los_Angeles,ahmed.green@tech.dev,Ahmed Green,2024-03-05,organic,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
123,84,1,active,monthly,2024-03-10,,0.0,0.0,,,2026-04-24 22:09:13.186774,ZealVentures,Telecommunications,small,US,United States,America/Los_Angeles,william.kim@protonmail.com,William Kim,2024-03-10,referral,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
124,85,1,active,monthly,2023-07-29,,0.0,0.0,,,2026-04-24 22:09:13.186774,Rift Ops,Real Estate,medium,JP,Japan,Asia/Tokyo,Wei.Martin@riftops.com,Wei Martin,2023-07-29,event,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
125,86,4,active,monthly,2025-06-01,,35.1,10.0,2025-06-15,,2026-04-24 22:09:13.186774,Flux Pro,Manufacturing,small,US,United States,America/Los_Angeles,matthew.wright@fluxpro.com,Matthew Wright,2025-06-01,referral,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
126,87,4,cancelled,monthly,2024-09-24,2025-08-02,39.0,0.0,2024-10-08,Missing features,2026-04-24 22:09:13.186774,UltraVentures,Manufacturing,large,SG,Singapore,Asia/Singapore,anthony.jackson+nimbus@yahoo.com,Anthony Jackson,2024-09-24,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
